,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
比利时BFX,0.0,0.28625175298402444,0.3142851799882253,0.30132241062738657,0.2891685835838662,0.548949778190702,0.24309629084339607,0.3314941651766531,0.2834586829720527
日经225,0.28625175298402444,0.0,0.28539860066026873,0.35171706734295405,0.43261977980743754,0.30493862692650703,0.24974925299929604,0.2940318174455817,0.2672122252013887
墨西哥BOLSA,0.3142851799882253,0.28539860066026873,0.0,0.2736431388963426,0.2921695371099916,0.3124743857701554,0.240857628406334,0.36015675442331446,0.30607379606199936
恒生指数,0.30132241062738657,0.35171706734295405,0.2736431388963426,0.0,0.3763071505699732,0.33599721336395816,0.23925158360923013,0.2990851080711486,0.2747969946924854
韩国综合指数,0.2891685835838662,0.43261977980743754,0.2921695371099916,0.3763071505699732,0.0,0.3051274294659223,0.23315802128788432,0.2912507434913422,0.27202855508290297
荷兰AEX,0.548949778190702,0.30493862692650703,0.3124743857701554,0.33599721336395816,0.3051274294659223,0.0,0.25017576263400826,0.34977545872331506,0.28868968670217565
Costa Rica Indice Accionario,0.24309629084339607,0.24974925299929604,0.240857628406334,0.23925158360923013,0.23315802128788432,0.25017576263400826,0.0,0.24370513805620223,0.24336067900404956
加拿大多伦多S&P/TSX 综合指数,0.3314941651766531,0.2940318174455817,0.36015675442331446,0.2990851080711486,0.2912507434913422,0.34977545872331506,0.24370513805620223,0.0,0.3033619924191799
S&P CLX IPSA,0.2834586829720527,0.2672122252013887,0.30607379606199936,0.2747969946924854,0.27202855508290297,0.28868968670217565,0.24336067900404956,0.3033619924191799,0.0
