,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
L1,0,-0.19595311484529915,0,0,0,0,0,0,0.12266244052218445
L2,0,-0.13609565881995675,0,0,0,0,0,0,-0.03545692194290579
L3,0,0.0,0,0,0,0,0,0,0.20655818179644567
L4,0,0.0,0,0,0,0,0,0,0.0
