,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2004-11-26,2.8381153267350836,2.603628179484124,2.607284061603314,2.6213957340958998,2.6752994263147203,2.8536734323188098,2.1034967817752253,2.5096162443723222,2.479827420167461
2004-11-29,2.8337935801905645,2.604878140184745,2.609617091955391,2.623278253422054,2.6761127305014876,2.855372596185936,2.1035241839683607,2.509840031573526,2.482598409529247
2004-11-30,2.830392213926292,2.6026225718153695,2.6081840838883807,2.623322868363553,2.667802973187711,2.8531888168121324,2.1071990485577676,2.5073643628897497,2.4755461579416527
2004-12-01,2.8342713741394907,2.598714092589316,2.618932974978007,2.626442829551171,2.666560634884325,2.857957230078374,2.0767315773042854,2.509843901591223,2.4859753292689257
2004-12-02,2.828539914993295,2.5888059087246886,2.625707543549917,2.6260023029842903,2.6614902569238232,2.8549775316620862,2.065420556011683,2.5095692991447107,2.4821495974556074
2004-12-03,2.8287287902315423,2.586371318869894,2.6264472383906106,2.631603022671782,2.6620162627707047,2.855246286334973,2.065324951209772,2.5093851878516427,2.48235260633065
2004-12-06,2.832639457370769,2.5850897541501476,2.622429865016493,2.628533412453602,2.6638295053094025,2.855374050697248,2.064913899248661,2.5079191612255514,2.4814428751601794
2004-12-07,2.8242559822175863,2.580089298588745,2.626998979858666,2.62219221871641,2.6593339558757445,2.851558247081585,2.0617923083388145,2.505225835699897,2.4801398186034387
2004-12-08,2.82742060131114,2.5779614547294685,2.6250525804866918,2.6147549092652547,2.6573522072382114,2.8504134981957265,2.0658872757502267,2.5019035163776913,2.479975368733964
2004-12-09,2.8314480200179686,2.582739776746517,2.629390961743769,2.6282550981891584,2.664515307509177,2.857095085403938,2.0657500229204953,2.5078717264177763,2.487579865541627
2004-12-10,2.8281117556371447,2.5832695483687864,2.622134046218277,2.629029135942632,2.6610759253323177,2.8528358037688433,2.0658793062862157,2.504162736882305,2.4852700120488924
2004-12-13,2.8320566356352708,2.583649061245237,2.6234240241277997,2.629551978413229,2.6598439904579703,2.8560180084675433,2.064798947205717,2.5103834974118593,2.499006611883475
2004-12-14,2.833725915929586,2.5930092011733388,2.6290730639383795,2.6350545679175483,2.6628069784830983,2.859435752946379,2.0690695808380353,2.519396643881048,2.5074215613445157
2004-12-15,2.8418093509865723,2.5949463021458734,2.6303111772640557,2.6469017360877345,2.6616978405091545,2.8668747058547996,2.071223386004852,2.5206856139622587,2.5342896824643235
2004-12-16,2.8472550878154954,2.5995487372364208,2.63260806782223,2.6456066160935245,2.6614784871254655,2.8685530312123815,2.0723874361320127,2.5202622170649254,2.5582395012663053
2004-12-17,2.8439497660329187,2.589100172838168,2.6268375109455837,2.6373208807824824,2.654000539703488,2.866667855248008,2.072291102349943,2.515272230271512,2.5591414849386354
2004-12-20,2.8158114796254865,2.5780252273291953,2.5954705588343137,2.6190936287859996,2.655912336946134,2.8381000199925204,2.0748049814795513,2.500425845053245,2.5418264128448174
2004-12-21,2.8201040733986655,2.5808275685478326,2.603513983713163,2.6191829324960847,2.661103261069341,2.8422945786907174,2.076002928174976,2.5088692493788405,2.5499892101125594
2004-12-22,2.8147294360917074,2.6097814864859328,2.6072164010154992,2.6226735907482683,2.6720411486701456,2.8349692258874333,2.0722743087646256,2.4951476745042607,2.5395818849887632
2004-12-23,2.813977884668553,2.6126348406056454,2.606102730602725,2.620843766858078,2.6721355865038823,2.8318299952200294,2.0725592245116444,2.4947611598153943,2.5377292367665287
