,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2004-02-13,-0.0025299674380353148,0.009366793912559263,0.0022885324676380505,0.008380848859312411,0.0048064724122810105,-0.007591179186990076,-0.003314534003785577,-0.003511011385379856,0.006928370049769262
2004-02-16,0.006386749817410303,-0.000849978801704629,0.0021833589160553685,0.006654037977461816,-0.0010207207173854906,0.005691790330714903,0.0,0.006083047222996707,0.01111103431287705
2004-02-17,0.00845812539561007,0.01434481782127905,0.009486391282088634,-0.0011639613177552139,0.003986234667834906,0.009322584876662144,0.004249025666134696,0.002236990508979218,0.017518072425157297
2004-02-18,0.006797731646905221,-0.0022752435914322727,0.0024711892720737753,0.008141677957087808,-0.008740619810734365,0.0008859848854658208,0.007820306634210173,-0.005635725211017837,0.018108181572246883
2004-02-19,0.0065994356383427865,0.007185080706482806,-0.0052294315369685275,-0.004400703615176074,0.0051741408965966275,0.009529914854395236,-0.0008298520123046764,-0.002151931252113261,-0.005289248834048802
2004-02-20,-0.006603473000088222,-0.003083661240552767,-0.018386407214006945,8.292594465519589e-05,-0.004729592590242584,-0.006683468914879605,0.007508410466913585,-0.006592484988588361,-0.0012153776637948944
2004-02-23,0.006836072176612905,0.013735501139991021,-0.01265363047162407,-0.007476483650715531,3.418783938892268e-05,-0.006756221186357358,0.009496367008659107,-0.0037457547614670565,0.018834138561436606
2004-02-24,-0.006799736507699589,-0.020902453888460015,0.009239890360596985,-0.0006293266412865439,-0.014844340978534756,-0.016019610511811392,0.006780387569269501,-0.0005379151908341566,-0.005617680009215799
2004-02-25,-0.00022207193202980366,0.001370708185278754,0.007243089643452384,-0.011474075907379675,0.0026336170836499264,0.00234050159715582,-0.0009960252286760013,0.0037500819656259344,0.004201521867670497
2004-02-26,-0.001503309989162386,0.01458159897512907,0.007716954901174949,0.005512201155792714,-0.0023213790863749937,0.0026721813855778015,-7.401494047811798e-05,0.0115706700219188,0.003975811478518832
2004-02-27,0.004229359955822867,0.020738065116451383,-0.0011772726745648639,0.016851445130984556,0.021233094585100663,0.0016840218411867092,0.006610614455513512,0.005779891284245489,0.003733273608580317
2004-03-01,4.832435306719027e-05,0.020544763224611275,0.016411165320152715,0.00083519976334587,0.0,0.005704553933408199,-0.011308537651135559,0.009758240752011134,0.002517759942350301
2004-03-02,0.0032043255621995075,0.007987624998880638,-0.005003077516366644,-0.013548127662085926,0.01771586136711074,0.009988152842186864,-0.00024703262151544317,-0.007540752151200598,0.013381562086169389
2004-03-03,-0.0037884012588998766,-0.0008444343782389103,-0.005283842047986247,-0.020398390741011855,-0.003788263157065864,-0.005897598531813897,-0.00018863588415227932,-0.001398570641329118,0.000382626223492245
2004-03-04,0.010110571847669034,0.004383468001785008,0.014123157214108312,-0.00018806458921878365,0.012888091260759484,0.00393559444819456,0.013394642165110162,-0.0025522298610837404,-0.009172202013863996
2004-03-05,0.002450078413018326,0.011814037528182764,-0.00011181293903123712,0.00023786233235080826,-0.0022616831039638467,-0.004407797004084861,-0.01338401384542081,0.00814725101255637,-0.0087636522647033
2004-03-08,0.0016221119633213611,-0.00298869804478699,-0.009773917311751716,0.008789362606891536,-0.005848876810720416,0.002469650925717523,-2.657101102866034e-05,-0.0049676378986202785,-0.030910419242905697
2004-03-09,-0.01439633712614267,0.002533548277486969,-0.001652534914985279,-0.013072847376480148,-0.00951069858658725,-0.014853969781361416,0.0014630114353311198,-0.005800083718527553,0.012666818287650969
2004-03-10,-0.0017223545248425164,-0.00860434617406925,-0.010020070962546613,-0.013757453059424071,-0.01760624795045701,-0.002760487373098452,-4.24529303198355e-05,-0.019023712621291315,6.610761659030636e-06
2004-03-11,-0.029996963160696433,-0.011984157703600992,-0.02566859054537629,-0.014493592826362697,-0.00697617308454182,-0.029977766221708276,-0.0003104918401416854,-0.009542885758582826,-0.010707017917447402
2004-03-12,0.004267390461661198,-0.011958402133162925,0.011399099874631865,-0.007075771085455672,-0.024589161341680113,0.0056228772574680895,0.00017516109557624368,0.01031366331565405,-0.007996715139384146
2004-03-15,-0.022571617244004197,0.013803200829603112,-0.00468498993327326,-0.0009918133666500714,0.004068057295630917,-0.025674336556122394,-0.008322111625052704,-0.018516426348463445,-0.014395961110322233
2004-03-16,0.0014014232453032085,-0.006702982829142387,0.008738839789288909,0.0010219701237957012,-0.0025023656288810188,0.003670380630104959,-0.001941912013554735,0.00813102849759784,0.007651188401463303
2004-03-17,0.016819599516573667,0.01715891238301978,0.008279650257130847,0.0033271170409754415,0.025835829834522244,0.019457289812274438,-0.007132979977690705,0.011511387863839281,0.00046778869007812996
2004-03-18,-0.015077969045900343,0.0041376709582318675,-0.0007432920746684822,-0.012370703407257353,0.0005042402123799733,-0.023988013149159656,-0.007347424269210319,-0.0053410798148056495,-0.009808207115611223
2004-03-19,-0.003719434821548065,-0.00574342084920742,0.008770700426213845,-0.0020002529439540097,0.01196950770670698,-0.0020500029461931707,-0.01719452324798331,0.0032567674329409494,-0.0050092054348929655
2004-03-22,-0.018738446633848844,-0.00879628419094771,-0.011153961791909224,-0.01891578958140174,-0.022484948595165002,-0.023653716312979498,-0.02422620949559123,-0.012346682425826391,-0.02045305512747289
2004-03-23,0.004800388422318523,-0.0033115660628596716,0.01256834483771934,0.0029794045493898476,0.002867286022076196,0.002524370628388125,-0.01567927834441991,-0.00046717396000968214,0.0036863946657592966
2004-03-24,-0.00200956655410822,0.007409704802614298,0.010661206247936714,0.007105884334058997,-0.005150802236817346,-0.008786705706634187,-0.014873204336340567,-0.006353241216547507,-0.008070252508982575
2004-03-25,0.010826154231566805,0.014493678301548917,0.017862180790362465,-0.012534323098457234,-0.009725457100034869,0.02481742233974434,-0.014628977693495391,0.01099052324768477,0.016388133649745847
2004-03-26,0.006574500441268135,0.02057788918476036,0.008394993854503877,-0.0029571940625692373,0.012309961948939166,0.002120131585325455,-0.002500736376785272,-0.0005110591547643612,-0.005265531362088902
2004-03-29,0.0033681519912447675,-0.004462542672354449,0.0022511069943753686,-0.0044880604009473,0.012331775605087206,0.01559780050323751,-0.024336202340194433,0.0053525544746184485,0.009322669102517889
2004-03-30,-0.0003586732504076966,-0.0020980773050034837,0.001265516846667312,0.01707746679635805,-0.0013843366262643382,-0.0019990011654182037,-0.013312059170594774,0.0078021198610793525,0.0016017014594718166
2004-03-31,0.004602336236410755,0.00185483713998828,0.004645907457199107,0.003181292779905293,0.008027592198307261,-0.002828939561608411,0.019514693753248085,-0.004220094744258461,0.006381273974819279
2004-04-01,0.013498916654440047,-0.0027326192993476356,0.008932649435220302,-0.00042747986290177844,0.002552106872235017,0.010538309553908633,0.04125831316766478,0.007674937502838216,0.014568798206200526
2004-04-02,0.01169411197802368,0.011279570910386954,0.009535176141045678,0.004369495156735247,0.0010642875939504161,0.023262903626824885,0.02218437161192426,0.016809911475126477,0.005799499622812673
2004-04-05,0.0030758683303901894,0.011976956758789946,0.003325762042489264,0.0,0.0,0.005065319159542136,0.008030375562453155,0.006766655258225738,0.012507755049185179
2004-04-06,0.0021458622888936075,0.010099087332727751,-0.0032566929537723743,0.012117064275371587,0.02514267467811349,-0.007550431197316217,0.03474828437996963,-0.002914445401999235,-0.004473863986341056
2004-04-07,0.000615167774831878,-0.004986043130579318,0.0030101332741487036,0.002563644939831857,0.004118676394681363,0.002399521247290998,2.1783526209219913e-05,-0.0028480260516602993,-0.0030895217803335747
2004-04-08,0.005341318048842607,0.006052553686410356,0.0,-0.0008269640285103584,0.007587115369979907,0.001340081460791758,0.0,0.0029351982150400105,-0.009859310468481987
2004-04-13,0.013103857818774206,0.002909118784188421,-0.00559787998276562,0.009439887409340958,0.0008394704198103506,0.006758509326575833,-0.0072665582660506175,-0.0079445506976333,-0.0011818376585375821
2004-04-14,-0.010050012760806363,-0.0024469590348708487,-0.007200271897989861,-0.02816734714859618,-0.001439523897123448,-0.0098976917224147,6.856688359334014e-05,-0.01418802565377374,-0.003072552498433371
2004-04-15,1.615450165422275e-05,-0.02492159886418236,4.712459838930579e-05,-0.015157878236765876,0.0,0.000342935531481721,0.0,-0.00034148874374028207,-0.011061886293944083
2004-04-16,0.008245031344332302,0.002045295181218651,0.006268470268357428,-0.0016745774563531493,-0.01920519145202895,0.007911929026378668,-0.0020123354953529835,0.006713417150428478,0.004062738562716429
2004-04-19,-0.004443871909726499,-0.005116852779903425,-0.0028446906368844627,-0.0006728659444065262,0.0035758347467142225,0.00036845462047956556,-0.009759273304819658,0.0008587110551306453,-0.009953538961847077
2004-04-20,0.004596066719376036,0.015858510231761627,0.001560751598485741,-0.0044782856616450714,0.018451923844246203,0.008099952561981328,0.006141726755836601,-0.011538456204142657,-0.0041657659645561946
2004-04-21,-0.0022773299339718567,-0.0006662047001247994,-0.011700452872597683,-0.013571180524764526,0.011953518754296606,-0.005298473587255853,-0.001874482064237231,-0.003485092922383656,-0.009501556524165237
2004-04-22,0.0037940066623985643,0.002992762762753232,0.009983773872091414,-0.004886256903597783,-0.006407927167192097,0.004229766901743624,-0.009888629606082859,0.012395662578442579,0.010615508365808234
2004-04-23,0.004102291540298321,0.011664494706194727,0.007157874259497673,0.0176155720536849,0.012956682893269265,0.0034831495889717256,-0.00034889839176826105,-0.001396138653155263,0.01016180110584591
2004-04-26,-0.0038663929755867856,0.003560292092225384,-0.006817871100391824,-0.02049783350341119,-0.01758855558114191,-0.005765001413641733,-0.03512312546140205,-0.005984736695687161,0.0003832571428554416
2004-04-27,-0.004158359957029995,-0.009832053319186778,-0.003965115237624117,0.0018305650093458198,-0.0046534268071204915,-0.0016371235450538953,0.0,-0.009460649637312232,-0.0006571022030327693
2004-04-28,-0.01112959346755692,-0.003375587477006004,-0.035088794439831275,0.0008552554733412979,-0.01501156236556056,-0.017296095857821995,-0.023095701283113387,-0.035802551008522185,-0.011292708213395446
2004-04-29,-0.007448247351139244,0.0,-0.025756291628298855,-0.013216917144666572,-0.029733684192514962,-0.012756344969213592,0.0,-0.00035465343322814056,-0.008023348169987623
2004-04-30,-0.00226419053687039,-0.020407944128168227,-0.003249597412977636,-0.005229558270556431,-0.014463073914358825,-0.006132122234735132,-0.02278467824119941,0.0014615289171683262,-0.001355155735934877
2004-05-03,0.004763987606955454,0.0,0.024171408150255307,0.0006411764383926644,0.003782647154681688,0.006452294548386669,-3.027225351211543e-06,0.0016519644009235861,-0.010710020994321471
2004-05-04,-0.0003386587107439241,0.0,0.01380310728111444,0.012281786987617989,0.0015805355190084652,-0.0015435922157386232,-0.019373034567625513,0.023724521114642044,0.008848930530114537
2004-05-05,0.0034099066901141016,0.0,-0.02139006005999828,-0.012295175503953244,0.0,0.007376035299989558,-0.0072360605548112055,0.00017146421613375794,0.010775523490559982
2004-05-06,-0.015224300032720992,-0.016324790505089993,-0.026252953872578737,0.004995676221748547,-0.034956290820999575,-0.020637973062392814,-0.0015836646314892002,-0.003507260632361247,-0.009438826053454868
2004-05-07,-0.006317271244612677,-0.011518517488340835,-0.006253520282644879,-0.0083232543281846,0.0012645997318856772,-0.0017737315082807445,-0.001477026895512833,-0.018309169813135923,-0.005575538244852677
2004-05-10,-0.028870209588657762,-0.04965470033537295,-0.03644621533481769,-0.03635682301491787,-0.059007430997363434,-0.025502183628562197,-0.0021946366665341025,-0.01771535233283949,-0.0222371235485696
2004-05-11,0.014341136010225197,0.002063154530406935,0.021744645083108652,0.0019648960660763335,0.0004299171843419555,0.01056741212648799,-0.00041887043137159416,0.009252846164811937,0.019151983996054573
2004-05-12,-0.004094063419780578,0.022339234631831885,0.0044025621856598664,0.0017442064269296794,0.032425996013589156,-0.021094306902454382,-0.013288207362540085,-0.0021216730249833025,-0.0012211866791811323
2004-05-13,0.010172470647072466,-0.029893010884195062,0.009594030075075907,-0.011449574415717246,-0.033551759026579045,0.014283564244877076,-0.0026427470747018445,-0.0013517248157612818,-0.005226270659332798
2004-05-14,0.0020681404998628868,0.0022634663013412584,0.00022789507318979045,-0.010592059792637467,-0.02780897670802429,-0.010059499194638983,0.016127907911528246,0.0014017988581820813,0.005303962779625169
2004-05-17,-0.013036863719648434,-0.03227488409861056,-0.018637148256527174,-0.02780280778681458,-0.05274221538699013,-0.013499797570451524,-0.0023879393863290594,-0.007918342359346157,-0.011143145936450402
2004-05-18,0.00906006551697196,0.01942355940007722,0.012881996199412158,0.00950459150641541,0.017689469197548525,0.010287459440267772,-0.0058735612665764035,0.004812675726207776,0.006151543395906631
2004-05-19,0.013189424581401285,0.02367858333047565,0.0038435172527254598,0.035228869039560184,0.04732648877335693,0.019301400361506703,-0.006127055585426086,0.004168842699892699,0.009733502475141993
2004-05-20,0.0013996383102399625,-0.009684094485520076,0.004407923816721965,-0.011380703244995787,-0.013145996504149143,-0.006392495535223723,-0.0062414113088583795,-0.005988525444290663,-0.006912486173189295
2004-05-21,0.0012158458449006873,0.01898718785577283,0.001182692489628609,0.02063206514709681,0.023898444582583153,-0.00027228584130580306,-0.0018461563360708789,0.007657298272066985,0.0
2004-05-24,0.006209139979867911,0.0028315151277029807,0.007010317907028883,0.007484012283551863,0.01674692354813622,0.010384934472909587,-0.0008571611859810672,0.0,-0.008729768454289777
2004-05-25,-0.012432121171728134,-0.012573263593958318,0.010029914050253578,0.0025338766306700934,-0.019676078353207244,-0.007212870124091002,0.004772196937317626,0.017355413376655637,-0.0003856371630618378
2004-05-26,0.007478629709211547,0.01710734272844025,0.007118887456898835,0.0,0.0,0.008948202516605058,0.0003183993455137274,-0.004227149254452267,0.01274689187475386
2004-05-27,0.007881907372126499,0.001249209325230805,0.00900571425497785,0.02461134018148341,0.023196461490810807,0.010852059108303686,-0.0010829716523601592,0.002955126747087145,0.014471951547204964
2004-05-28,-0.012130200692583562,0.012773136341333527,-0.012406245131264449,0.011034614182829904,0.01735715020780354,-0.0036141762294027223,0.0008728394593350645,0.00041699919361314254,-0.006429455284241614
2004-05-31,0.001292530432196097,-0.006493431385357255,0.0007844619138366473,0.0066929825737237604,-0.015638915333224514,0.0007120183052166982,0.008405768933969583,0.008379710698618502,-0.00043383645046529955
2004-06-01,-0.006458588981203508,0.005360120372814308,0.0007002128315471623,-0.007627653909131863,0.014732208088514866,-0.015873111901358164,0.017809806638957294,0.00012592289021556084,-0.009097810813032986
2004-06-02,0.006156319681802394,-0.004828951089491105,-0.006135285741740026,0.007915358947061071,-0.014048226293072485,0.007803629252225101,0.027017216467149045,-0.0051866316956324645,-0.00011301190875006772
2004-06-03,0.01128736393339976,-0.01933566276032437,-0.007471321082548718,-0.02252901554341295,-0.04361579230528281,0.006229064176673437,-0.010217283934103755,-0.005472970656337507,-0.0122596279896392
2004-06-04,0.007815057171382334,0.009117602690328042,0.01502644327918392,0.007741170402646211,0.013773753994031933,0.007429916515221674,0.005399310143669819,0.0023528209315793924,0.0017004376650270514
2004-06-07,0.005429576907198283,0.02764004513877918,0.03045636385709368,0.024988271150055565,0.03611281680359877,0.009801986036466911,-0.004189156288173073,0.0076377829384134425,0.0
2004-06-08,0.00017374544719510424,0.007143183037385466,-0.0031393803247507933,0.0014032666551154704,-0.00017297190485210384,0.0009049113950347749,0.0005177544193313295,-8.915437085212273e-05,0.0130847826765539
2004-06-09,-0.002014066789114747,-0.006285153638742647,-0.011392888546214607,-0.0003419205108642865,-0.01843128792153687,-0.0028927511515791276,-0.010815648833976031,-0.011343216778561782,0.011593378446675788
2004-06-10,0.0008659796024330051,0.010964375438211152,0.001121786290719125,0.0066979724869146925,-0.015512446170091043,0.0010821087551498732,0.0029044279873295755,0.003405232123171488,0.004925758982505328
2004-06-11,-0.008979383511422075,-0.004254903771517453,-0.0015641961789444497,-0.002133827523257326,-0.040127170135113466,-0.0021946838955325867,-0.006731460852153999,0.002529901804842799,0.0031000052504532648
2004-06-14,-0.00538965731790926,-0.003054939104985932,-0.01196516261938719,-0.026138089401838593,-0.01709741578535459,-0.011994544449966551,0.0,-0.00892259568344916,-0.007246031669556276
2004-06-15,0.0038947605182178863,-0.00908772933125782,0.012570001347503695,-0.0021452920825306013,0.01785558106179051,0.007443543450953834,-0.0035595267203488556,0.011740546246246585,0.006561812568355632
2004-06-16,0.0017438291464704193,0.022061372160647744,-0.00678276864103712,0.009176327696149974,0.00031905559814398904,0.006774914831848982,-0.00242462744302217,0.0044749454957153266,0.009666830241051522
2004-06-17,0.0031654169273731365,-0.002909296913617808,0.0023348347025592886,-0.006510327952708446,0.010248497891287638,0.0012560797363271251,-0.0022685096228883344,0.00823499241505197,0.006721808321665717
2004-06-18,0.005387043589399258,-0.019645711998383882,0.00480987921239121,-0.01899180708370494,-0.02445155177692794,0.0024200732001577853,-0.002108192164676122,-0.003483529275158122,0.0013321644882121491
2004-06-21,-0.002827824744402464,0.018978702322696814,-0.0035733377365254827,-0.0008404659511143805,0.010154141825403848,0.0014259733227515417,0.0,0.0004923203440134797,-0.0028227566789332933
2004-06-22,-0.004163081484610929,-0.0016297531412976228,-0.004690052019578095,0.0,-0.003770612444498399,-0.012436333453662343,0.010805679326324513,0.005377281050579155,-0.006978767434556619
2004-06-23,-0.0014921907390920562,-6.130776369775896e-05,-0.00023374936552753668,0.0003528116933745992,-0.010165631062139021,0.002205915687374726,-0.01081816707272358,0.006733669737152366,0.009998479456200682
2004-06-24,0.003218069574473847,0.01402741405450839,0.004395585515155768,0.02614600422319162,0.03222520298642934,0.008105265949749963,0.000646036184889754,-0.005219178253951475,0.003024161676643486
2004-06-25,-0.0027571282261970773,0.003081889234182485,-0.005292624901452829,0.0017938992539299403,0.020621159190590245,0.0008447791696305413,0.003764911095220777,-0.0038758509315650336,-6.770411945709727e-06
2004-06-28,0.0035051687203101227,0.008760872888393067,0.0008131919117094514,0.0007448692147390576,-0.01042603542328527,0.010773656874372024,0.0042430246156184605,-0.0034066884132591545,0.0
2004-06-29,0.00143353480159732,-0.0019583183593199207,3.847206706441674e-05,-0.006441577296408551,0.010028025467782531,-0.002307138730668195,0.0,0.0034949429676925667,-0.00025730962615376593
2004-06-30,0.0026140521119628443,-0.00016357724929882088,0.014143759239940101,0.013888400665184111,0.009038035073791412,-0.00352866681871116,0.000683773403723831,0.0055221595259598456,0.004291112507313494
2004-07-01,-0.0006356597207812792,0.0031269389920826887,-0.0020308845414050165,0.0,-0.009924497312666534,0.0021418242630690037,-7.114014456818406e-05,0.0,-0.0017750305841981165
2004-07-02,-0.003956640439120352,-0.014779140602255816,-0.0019627551199603525,-0.005355462185978098,-0.029491197879212273,-0.011749444457000357,0.005758318337787948,-0.006842083442248364,0.0006820384434346718
2004-07-05,-0.003625420995737275,-0.015456478828960158,-0.001797365423719674,0.0026135750715106792,0.001719417937858307,-0.005838618842452348,0.0001445333344050161,-0.00015435999255309886,-0.0033674391298438417
2004-07-06,-0.006242818030784877,-0.005773145263418682,-0.00996195240087159,0.0026059480377564597,0.002309942354612037,-0.011601882237581355,0.0005010921145954601,-0.00014849087338739727,0.00111697440202898
2004-07-07,0.006781351763354855,-0.00790988252332767,-0.007846040426728488,0.0029409466847910054,0.00448581671083163,-0.003369566784948093,-0.0002950913421326994,-0.0003300586827144131,0.007159548966724844
2004-07-08,-0.0032151018881128326,-0.0055163527180216295,-0.006684296466908509,-0.01640870841307221,-0.024232016208342474,0.0022973083871040798,-0.010896131913303547,-0.007284239346822633,0.0008057747624153644
2004-07-09,0.005048835760822201,0.008907213454101101,0.006716162057848504,0.00678482711922544,0.00512374536533716,0.0011317946107630894,0.0012206998641110516,0.006250923064843815,0.004627328194732384
2004-07-12,-0.003666750309506476,0.013801080661719095,0.0047763040342580065,-0.0009223856250203923,-0.001593327109656469,-0.007199756256400286,0.00022347825370262693,-0.006031242147522709,0.0024422969719992116
2004-07-13,0.008884644256536511,0.002271581639900169,-0.00561709897367012,-0.009285856943095593,0.006251606633892884,0.0008091948952779818,-0.004385562688238586,0.0035994475546750706,-0.00041330303032828265
2004-07-14,-0.0016091608072795088,-0.021944450159018275,-0.019206785351337605,-0.012119512838785136,-0.019334796137681003,-0.00324071579307843,-0.0014848692705691125,0.0006717569060387191,0.0004332972320104648
2004-07-15,-0.005572994015418918,0.004611313116141436,0.0033014560944967753,0.0005512679301679733,-0.0052133432354101745,-0.01236879758974419,7.492016323629204e-05,-0.007234426788382036,-0.001574099720063005
2004-07-16,0.0009377842071274453,0.0023514859070097194,0.004883973891093526,0.00998316109885457,0.009034589653268688,0.00042592029849844535,-0.0027601401030762107,-0.005594789301126363,0.006659616987402799
2004-07-19,-0.008677412274936142,0.0,-0.0002781545872120343,0.008895405213346927,0.014780875760247574,-0.006377319653335472,0.0003098402469709778,0.00767543311200226,-0.006159104786145416
2004-07-20,0.005047792421125142,-0.01565442244043576,0.010425090745370168,-0.0035668185714062403,-0.01801850550267825,0.00421541999426484,-0.001938862254408629,0.0004443562669726816,0.0036893775907044443
2004-07-21,0.006620569888417006,0.015467276563176681,-0.0038046856364979324,0.022145599244954028,0.021902212137209803,0.010039057365221031,-0.0001379621734993476,0.004221028522680465,-0.0011972225869326272
2004-07-22,-0.0156598080491409,-0.01310117379145443,2.7034617829929746e-05,-0.0060610365793162604,-0.014292164800053072,-0.019502705472748166,-0.005480551206837423,-0.006657909024589111,-0.0017451895161927453
2004-07-23,-0.003029948353601593,-0.008696066836557732,-0.008008085017546981,0.002657135619747358,-0.006918292082411437,-0.0008927884838376667,-0.0007159765579100182,-0.0017567114692348786,-0.0017549190602021362
2004-07-26,-0.0038533775061854593,-0.0024862543952517053,0.0013848357178878332,-0.0026879797255222678,-0.0017642433259958748,-0.01227161355872336,0.005019940766310973,-0.00823583245510092,-0.0015439373461461972
2004-07-27,0.013125027139775333,-0.011537190819679308,0.01981567091106358,-0.0015035856153946439,0.0031192387230785925,0.012394804196390845,-0.00022292308774858702,-0.002430020727445337,0.007669408417624697
2004-07-28,0.0008527876009840641,0.015545438032749803,-0.002909377961375816,0.0015392997561689769,0.007970748841670422,-0.0012325898269525235,5.338047563266964e-05,0.007441167405360357,0.00014602028380441496
2004-07-29,0.015457150787463798,-0.007842804996749083,-0.003004342027086667,-0.011196127952152808,-0.018725590035088883,0.019511175714080183,-0.0001287459984538899,0.010342060487117256,0.009833687200216684
