交易时间,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2004-01-02,2270.71,10676.64,8818.19,12801.48,821.26,342.76,3982.23,8293.7,1484.6
2004-01-05,2282.31,10825.17,9054.11,13005.33,824.1,343.74,3982.23,8381.66,1484.8
2004-01-06,2293.44,10813.99,9038.46,13036.32,823.43,342.11,3982.23,8405.1,1466.77
2004-01-07,2295.09,10757.82,9098.22,13157.68,827.07,340.17,3960.01,8388.53,1461.6
2004-01-08,2317.03,10837.65,9169.81,13203.59,824.15,345.29,3983.1,8386.42,1462.85
2004-01-09,2315.13,10965.05,9102.82,13385.8,845.27,343.52,3953.33,8352.19,1476.4
2004-01-12,2314.59,10965.05,9129.05,13352.22,850.79,341.53,3934.74,8380.37,1475.81
2004-01-13,2323.32,10849.68,9141.58,13396.65,848.43,342.77,3889.5,8380.34,1467.89
2004-01-14,2346.46,10863.0,9171.66,13320.88,849.62,347.23,3881.42,8403.77,1481.69
2004-01-15,2357.65,10665.15,9135.16,13249.81,845.66,351.47,3819.25,8423.94,1475.09
2004-01-16,2381.64,10857.2,9193.81,13167.76,847.95,357.55,3782.61,8522.26,1459.48
2004-01-19,2383.81,11036.33,9242.57,13253.31,856.8,357.34,3748.72,8580.36,1455.97
2004-01-20,2372.18,11103.1,9322.82,13570.43,861.37,354.25,3844.52,8623.62,1453.98
2004-01-21,2387.52,11002.39,9427.8,13750.58,861.37,357.45,3838.76,8621.88,1446.37
2004-01-22,2390.35,11000.7,9497.01,13750.58,861.37,357.97,3833.76,8589.11,1451.02
2004-01-23,2387.02,11069.01,9480.24,13750.58,861.37,357.13,3807.24,8604.73,1453.5
2004-01-26,2384.83,10972.6,9563.91,13727.27,869.04,355.58,3890.61,8594.92,1438.92
2004-01-27,2392.34,10928.03,9612.14,13761.88,863.03,356.96,3836.32,8588.18,1439.96
2004-01-28,2398.21,10852.47,9551.13,13431.78,859.59,359.23,3765.82,8535.71,1432.74
2004-01-29,2381.9,10779.44,9444.23,13334.01,853.47,354.22,3746.37,8449.36,1415.25
2004-01-30,2383.76,10783.61,9428.77,13289.37,848.5,353.31,3741.03,8521.39,1408.86
2004-02-02,2405.88,10776.73,9633.86,12999.98,854.89,355.47,3825.47,8639.89,1411.33
2004-02-03,2390.09,10641.92,9702.85,13090.01,839.87,351.74,3830.01,8660.7,1416.47
2004-02-04,2379.77,10447.25,9674.18,13086.73,835.5,348.99,3830.28,8538.12,1412.47
2004-02-05,2385.71,10464.6,9674.18,13030.94,840.92,349.85,3821.6,8548.41,1426.19
2004-02-06,2396.55,10460.92,9810.77,13309.6,850.23,351.35,3806.62,8638.61,1424.71
2004-02-09,2413.67,10402.61,9882.35,13576.68,864.77,355.49,3804.41,8695.2,1427.29
2004-02-10,2411.18,10365.4,9804.94,13515.66,866.8,355.77,3781.79,8751.51,1428.7
2004-02-11,2418.79,10365.4,9875.32,13524.76,876.34,357.61,3749.74,8767.73,1432.95
2004-02-12,2429.98,10459.26,9960.05,13625.13,877.95,358.35,3668.73,8725.04,1435.47
2004-02-13,2423.84,10557.69,9982.87,13739.8,882.18,355.64,3656.59,8694.46,1445.45
2004-02-16,2439.37,10548.72,10004.69,13831.53,881.28,357.67,3656.59,8747.51,1461.6
2004-02-17,2460.09,10701.13,10100.05,13815.44,884.8,361.02,3672.16,8767.1,1487.43
2004-02-18,2476.87,10676.81,10125.04,13928.38,877.1,361.34,3700.99,8717.83,1514.61
2004-02-19,2493.27,10753.8,10072.23,13867.22,881.65,364.8,3697.92,8699.09,1506.62
2004-02-20,2476.86,10720.69,9888.73,13868.37,877.49,362.37,3725.79,8641.93,1504.79
2004-02-23,2493.85,10868.96,9764.39,13765.07,877.52,359.93,3761.34,8609.62,1533.4
2004-02-24,2476.95,10644.13,9855.03,13756.41,864.59,354.21,3786.93,8604.99,1524.81
2004-02-25,2476.4,10658.73,9926.67,13599.47,866.87,355.04,3783.16,8637.32,1531.23
2004-02-26,2472.68,10815.29,10003.57,13674.64,864.86,355.99,3782.88,8737.84,1537.33
2004-02-27,2483.16,11041.92,9991.8,13907.03,883.42,356.59,3807.97,8788.49,1543.08
2004-03-01,2483.28,11271.12,10157.13,13918.65,883.42,358.63,3765.15,8874.67,1546.97
2004-03-02,2491.25,11361.51,10106.44,13731.35,899.21,362.23,3764.22,8808.0,1567.81
2004-03-03,2481.83,11351.92,10053.18,13454.09,895.81,360.1,3763.51,8795.69,1568.41
2004-03-04,2507.05,11401.79,10196.17,13451.56,907.43,361.52,3814.26,8773.27,1554.09
2004-03-05,2513.2,11537.29,10195.03,13454.76,905.38,359.93,3763.55,8845.04,1540.53
2004-03-08,2517.28,11502.86,10095.87,13573.54,900.1,360.82,3763.45,8801.21,1493.64
2004-03-09,2481.3,11532.04,10079.2,13397.25,891.58,355.5,3768.96,8750.31,1512.68
2004-03-10,2477.03,11433.24,9978.71,13214.2,876.02,354.52,3768.8,8585.42,1512.69
2004-03-11,2403.83,11297.04,9725.83,13024.06,869.93,344.05,3767.63,8503.88,1496.58
2004-03-12,2414.11,11162.75,9837.33,12932.23,848.8,345.99,3768.29,8592.04,1484.66
2004-03-15,2360.23,11317.9,9791.35,12919.41,852.26,337.22,3737.06,8434.41,1463.44
2004-03-16,2363.54,11242.29,9877.29,12932.62,850.13,338.46,3729.81,8503.27,1474.68
2004-03-17,2403.63,11436.86,9959.41,12975.72,872.38,345.11,3703.3,8601.72,1475.37
2004-03-18,2367.66,11484.28,9952.01,12816.19,872.82,336.93,3676.19,8555.9,1460.97
2004-03-19,2358.87,11418.51,10039.68,12790.58,883.33,336.24,3613.52,8583.81,1453.67
2004-03-22,2315.08,11318.51,9928.32,12550.91,863.69,328.38,3527.03,8478.48,1424.24
2004-03-23,2326.22,11281.09,10053.89,12588.36,866.17,329.21,3472.16,8474.52,1429.5
2004-03-24,2321.55,11364.99,10161.65,12678.13,861.72,326.33,3420.9,8420.85,1418.01
2004-03-25,2346.82,11530.91,10344.79,12520.21,853.38,334.53,3371.22,8513.91,1441.44
2004-03-26,2362.3,11770.65,10432.0,12483.24,863.95,335.24,3362.8,8509.56,1433.87
2004-03-29,2370.27,11718.24,10455.51,12427.34,874.67,340.51,3281.95,8555.23,1447.3
2004-03-30,2369.42,11693.68,10468.75,12641.39,873.46,339.83,3238.55,8622.24,1449.62
2004-03-31,2380.35,11715.39,10517.5,12681.67,880.5,338.87,3302.37,8585.93,1458.9
2004-04-01,2412.7,11683.42,10611.87,12676.25,882.75,342.46,3441.47,8652.08,1480.31
2004-04-02,2441.08,11815.95,10713.54,12731.76,883.69,350.52,3518.67,8798.75,1488.92
2004-04-05,2448.6,11958.32,10749.23,12731.76,883.69,352.3,3547.04,8858.49,1507.66
2004-04-06,2453.86,12079.7,10714.28,12886.97,906.19,349.65,3672.46,8832.71,1500.93
2004-04-07,2455.37,12019.62,10746.58,12920.05,909.93,350.49,3672.54,8807.59,1496.3
2004-04-08,2468.52,12092.59,10746.58,12909.37,916.86,350.96,3672.54,8833.48,1481.62
2004-04-13,2501.08,12127.82,10686.59,13031.81,917.63,353.34,3645.95,8763.58,1479.87
2004-04-14,2476.07,12098.18,10609.92,12669.86,916.31,349.86,3646.2,8640.12,1475.33
2004-04-15,2476.11,11800.4,10610.42,12479.26,916.31,349.98,3646.2,8637.17,1459.1
2004-04-16,2496.61,11824.56,10677.14,12458.38,898.88,352.76,3638.87,8695.35,1465.04
2004-04-19,2485.54,11764.21,10646.81,12450.0,902.1,352.89,3603.53,8702.82,1450.53
2004-04-20,2496.99,11952.26,10663.44,12394.37,918.9,355.76,3625.73,8602.98,1444.5
2004-04-21,2491.31,11944.3,10539.4,12227.3,929.95,353.88,3618.94,8573.05,1430.84
2004-04-22,2500.78,11980.1,10645.15,12167.7,924.01,355.38,3583.33,8679.98,1446.11
2004-04-23,2511.06,12120.66,10721.62,12383.94,936.06,356.62,3582.08,8667.87,1460.88
2004-04-26,2501.37,12163.89,10648.77,12132.68,919.74,354.57,3458.45,8616.15,1461.44
2004-04-27,2490.99,12044.88,10606.63,12154.91,915.47,353.99,3458.45,8535.02,1460.48
2004-04-28,2463.42,12004.29,10240.91,12165.31,901.83,347.92,3379.49,8234.85,1444.08
2004-04-29,2445.14,12004.29,9980.51,12005.58,875.41,343.51,3379.49,8231.93,1432.54
2004-04-30,2439.61,11761.79,9948.13,11942.96,862.84,341.41,3303.36,8243.97,1430.6
2004-05-03,2451.26,11761.79,10191.52,11950.62,866.11,343.62,3303.35,8257.6,1415.36
2004-05-04,2450.43,11761.79,10333.17,12098.3,867.48,343.09,3239.97,8455.85,1427.94
2004-05-05,2458.8,11761.79,10114.49,11950.46,867.48,345.63,3216.61,8457.3,1443.41
2004-05-06,2421.65,11571.34,9852.41,12010.31,837.68,338.57,3211.52,8427.69,1429.85
2004-05-07,2406.4,11438.82,9790.99,11910.76,838.74,337.97,3206.78,8274.79,1421.9
2004-05-10,2337.92,10884.7,9440.57,11485.5,790.68,329.46,3199.75,8129.49,1390.63
2004-05-11,2371.69,10907.18,9648.1,11508.09,791.02,332.96,3198.41,8205.06,1417.52
2004-05-12,2362.0,11153.58,9690.67,11528.18,817.09,326.01,3156.19,8187.67,1415.79
2004-05-13,2386.15,10825.1,9784.09,11396.94,790.13,330.7,3147.86,8176.61,1408.41
2004-05-14,2391.09,10849.63,9786.32,11276.86,768.46,327.39,3199.04,8188.08,1415.9
2004-05-17,2360.12,10505.05,9605.62,10967.65,728.98,323.0,3191.41,8123.5,1400.21
2004-05-18,2381.6,10711.09,9730.16,11072.39,741.99,326.34,3172.72,8162.69,1408.85
2004-05-19,2413.22,10967.74,9767.63,11469.41,777.95,332.7,3153.34,8196.79,1422.63
2004-05-20,2416.6,10862.04,9810.78,11339.62,767.79,330.58,3133.72,8147.85,1412.83
2004-05-21,2419.54,11070.25,9822.39,11576.01,786.36,330.49,3127.94,8210.48,1412.83
2004-05-24,2434.61,11101.64,9891.49,11662.97,799.64,333.94,3125.26,8210.48,1400.55
2004-05-25,2404.53,10962.93,9991.2,11692.56,784.06,331.54,3140.21,8354.22,1400.01
2004-05-26,2422.58,11152.09,10062.58,11692.56,784.06,334.52,3141.21,8318.98,1417.97
2004-05-27,2441.75,11166.03,10153.61,11983.9,802.46,338.17,3137.81,8343.6,1438.64
2004-05-28,2412.31,11309.57,10028.42,12116.87,816.51,336.95,3140.55,8347.08,1429.42
2004-05-31,2415.43,11236.37,10036.29,12198.24,803.84,337.19,3167.06,8417.32,1428.8
2004-06-01,2399.88,11296.76,10043.32,12105.55,815.77,331.88,3223.97,8418.38,1415.86
2004-06-02,2414.7,11242.34,9981.89,12201.75,804.39,334.48,3312.26,8374.83,1415.7
2004-06-03,2442.11,11027.05,9907.59,11929.93,770.06,336.57,3278.59,8329.12,1398.45
2004-06-04,2461.27,11128.05,10057.59,12022.64,780.74,339.08,3296.34,8348.74,1400.83
2004-06-07,2474.67,11439.92,10368.62,12326.85,809.45,342.42,3282.56,8412.75,1400.83
2004-06-08,2475.1,11521.93,10336.12,12344.16,809.31,342.73,3284.26,8412.0,1419.28
2004-06-09,2470.12,11449.74,10219.03,12339.94,794.53,341.74,3248.93,8317.12,1435.83
2004-06-10,2472.26,11575.97,10230.5,12422.87,782.3,342.11,3258.38,8345.49,1442.92
2004-06-11,2450.16,11526.82,10214.51,12396.39,751.53,341.36,3236.52,8366.63,1447.4
2004-06-14,2436.99,11491.66,10093.02,12076.57,738.79,337.29,3236.52,8292.31,1436.95
2004-06-15,2446.5,11387.7,10220.69,12050.69,752.1,339.81,3225.02,8390.24,1446.41
2004-06-16,2450.77,11641.72,10151.6,12161.78,752.34,342.12,3217.21,8427.87,1460.46
2004-06-17,2458.54,11607.9,10175.33,12082.86,760.09,342.55,3209.92,8497.56,1470.31
2004-06-18,2471.82,11382.08,10224.39,11855.55,741.73,343.38,3203.16,8468.01,1472.27
2004-06-21,2464.84,11600.16,10187.92,11845.59,749.3,343.87,3203.16,8472.18,1468.12
2004-06-22,2454.6,11581.27,10140.25,11845.59,746.48,339.62,3237.96,8517.86,1457.91
2004-06-23,2450.94,11580.56,10137.88,11849.77,738.93,340.37,3203.12,8575.41,1472.56
2004-06-24,2458.84,11744.15,10182.54,12163.68,763.13,343.14,3205.19,8530.77,1477.02
2004-06-25,2452.07,11780.4,10128.79,12185.52,779.03,343.43,3217.28,8497.77,1477.01
2004-06-28,2460.68,11884.06,10137.03,12194.6,770.95,347.15,3230.96,8468.87,1477.01
2004-06-29,2464.21,11860.81,10137.42,12116.3,778.72,346.35,3230.96,8498.52,1476.63
2004-06-30,2470.66,11858.87,10281.82,12285.75,785.79,345.13,3233.17,8545.58,1482.98
2004-07-01,2469.09,11896.01,10260.96,12285.75,778.03,345.87,3232.94,8545.58,1480.35
2004-07-02,2459.34,11721.49,10240.84,12220.13,755.42,341.83,3251.61,8487.31,1481.36
2004-07-05,2450.44,11541.71,10222.45,12252.11,756.72,339.84,3252.08,8486.0,1476.38
2004-07-06,2435.19,11475.27,10121.12,12284.08,758.47,335.92,3253.71,8484.74,1478.03
2004-07-07,2451.76,11384.86,10042.02,12320.26,761.88,334.79,3252.75,8481.94,1488.65
2004-07-08,2443.89,11322.23,9975.12,12119.75,743.64,335.56,3217.5,8420.38,1489.85
2004-07-09,2456.26,11423.53,10042.34,12202.26,747.46,335.94,3221.43,8473.18,1496.76
2004-07-12,2447.27,11582.28,10090.42,12191.01,746.27,333.53,3222.15,8422.23,1500.42
2004-07-13,2469.11,11608.62,10033.9,12078.33,750.95,333.8,3208.05,8452.6,1499.8
2004-07-14,2465.14,11356.65,9843.02,11932.83,736.57,332.72,3203.29,8458.28,1500.45
2004-07-15,2451.44,11409.14,9875.57,11939.41,732.74,328.63,3203.53,8397.31,1498.09
2004-07-16,2453.74,11436.0,9923.92,12059.2,739.39,328.77,3194.7,8350.46,1508.1
2004-07-19,2432.54,11436.0,9921.16,12166.95,750.4,326.68,3195.69,8414.8,1498.84
2004-07-20,2444.85,11258.37,10025.13,12123.63,737.0,328.06,3189.5,8418.54,1504.38
2004-07-21,2461.09,11433.86,9987.06,12395.11,753.32,331.37,3189.06,8454.15,1502.58
2004-07-22,2422.85,11285.04,9987.33,12320.21,742.63,324.97,3171.63,8398.05,1499.96
2004-07-23,2415.52,11187.33,9907.67,12352.99,737.51,324.68,3169.36,8383.31,1497.33
2004-07-26,2406.23,11159.55,9921.4,12319.83,736.21,320.72,3185.31,8314.55,1495.02
2004-07-27,2438.02,11031.54,10119.96,12301.32,738.51,324.72,3184.6,8294.37,1506.53
2004-07-28,2440.1,11204.37,10090.56,12320.27,744.42,324.32,3184.77,8356.32,1506.75
2004-07-29,2478.11,11116.84,10060.29,12183.1,730.61,330.71,3184.36,8443.19,1521.64
2004-07-30,2465.13,11325.78,10116.39,12238.03,735.34,329.91,3184.36,8458.07,1520.85
2004-08-02,2470.75,11222.24,10173.9,12201.39,719.59,325.87,3184.36,8458.07,1522.5
2004-08-03,2495.56,11140.57,10205.61,12357.12,726.44,326.93,3164.52,8464.14,1521.73
2004-08-04,2486.4,11010.02,10075.8,12280.26,729.41,323.39,3164.6,8362.96,1522.05
2004-08-05,2511.38,11060.89,10066.9,12491.92,743.35,325.85,3161.41,8267.88,1526.58
2004-08-06,2480.52,10972.57,9866.13,12478.68,733.95,315.74,3156.3,8176.68,1524.4
2004-08-09,2452.16,10908.7,9814.06,12467.41,742.13,313.08,3156.2,8183.44,1532.39
2004-08-10,2475.27,10953.55,9910.84,12408.04,748.62,316.24,3156.01,8231.26,1532.27
2004-08-11,2461.89,11049.46,9849.93,12343.13,753.06,312.86,3144.11,8168.24,1538.33
2004-08-12,2467.93,11028.07,9812.66,12413.43,766.7,311.57,3134.63,8132.34,1542.92
2004-08-13,2453.52,10757.2,9790.62,12359.83,776.02,310.68,3134.62,8172.63,1539.79
2004-08-16,2471.98,10687.81,9899.52,12219.75,773.85,314.37,3134.14,8241.49,1545.46
2004-08-17,2479.17,10725.97,9997.03,12256.12,771.03,315.72,3133.77,8232.18,1563.9
2004-08-18,2477.17,10774.26,10080.55,12228.54,773.19,316.69,3133.62,8222.99,1586.03
2004-08-19,2491.19,10903.53,10099.61,12396.67,788.53,317.29,3103.19,8293.94,1585.45
2004-08-20,2490.56,10889.14,10143.43,12376.9,787.64,316.5,3093.82,8335.62,1596.53
2004-08-23,2512.74,10960.97,10169.19,12431.77,787.65,321.72,3087.34,8315.47,1592.27
2004-08-24,2510.6,10985.33,10222.68,12646.49,792.34,321.55,3108.35,8316.4,1591.9
2004-08-25,2530.03,11130.02,10237.89,12793.03,803.97,322.08,3119.92,8371.37,1600.85
2004-08-26,2550.63,11129.33,10198.38,12784.39,810.21,324.5,3119.92,8331.34,1600.74
2004-08-27,2562.48,11209.59,10225.06,12818.42,810.3,326.31,3126.04,8334.29,1626.43
2004-08-30,2562.56,11184.53,10199.54,12877.78,805.19,325.73,3126.05,8309.04,1623.72
2004-08-31,2558.08,11081.79,10264.32,12850.28,803.57,323.12,3129.23,8377.03,1631.41
2004-09-01,2584.53,11127.35,10329.75,13023.87,817.36,325.27,3128.06,8410.12,1636.35
2004-09-02,2592.89,11152.75,10422.63,12999.07,823.83,326.85,3138.55,8388.86,1634.98
2004-09-03,2621.27,11022.49,10335.01,12948.1,820.69,328.75,3138.68,8344.42,1642.04
2004-09-06,2626.88,11244.37,10376.11,13104.34,824.21,330.68,3139.95,8344.42,1642.18
2004-09-07,2626.52,11298.94,10486.8,13136.04,818.8,331.74,3137.76,8369.37,1629.2
2004-09-08,2631.7,11279.19,10537.96,13049.96,815.85,331.28,3133.82,8354.8,1614.78
2004-09-09,2624.37,11170.96,10553.41,12942.2,821.88,327.87,3115.19,8394.03,1599.06
2004-09-10,2628.4,11083.23,10661.53,13003.99,836.34,329.72,3107.45,8368.62,1608.01
2004-09-13,2635.7,11253.11,10620.38,13139.57,851.91,334.19,3106.79,8513.42,1609.48
2004-09-14,2639.56,11295.58,10701.05,13148.06,851.42,333.15,3100.52,8492.59,1630.04
2004-09-15,2656.17,11158.58,10660.91,13084.4,850.63,332.07,3100.52,8467.03,1647.15
2004-09-16,2658.33,11139.36,10660.91,13209.84,855.38,332.11,3100.04,8493.38,1658.55
2004-09-17,2670.83,11082.49,10790.53,13224.93,848.11,334.9,3104.4,8529.89,1658.55
2004-09-20,2662.85,11082.49,10803.68,13221.33,856.87,331.92,3104.4,8539.82,1661.26
2004-09-21,2678.25,11080.87,10850.36,13304.48,857.15,334.07,3103.91,8642.93,1682.94
2004-09-22,2665.59,11019.41,10777.23,13272.23,835.1,329.45,3104.3,8586.09,1672.65
2004-09-23,2640.88,11019.41,10811.36,13280.43,829.68,326.37,3104.3,8591.65,1684.55
2004-09-24,2657.09,10895.16,10856.44,13066.84,832.1,325.91,3101.67,8588.4,1690.75
2004-09-27,2652.48,10859.32,10687.6,13021.9,832.1,323.47,3116.11,8497.96,1693.7
2004-09-28,2665.7,10815.57,10843.42,12950.8,832.1,324.26,3115.04,8617.21,1687.82
2004-09-29,2690.93,10786.1,10980.32,12950.8,832.1,325.3,3091.4,8634.11,1714.76
2004-09-30,2693.21,10823.57,10957.37,13120.03,835.09,323.94,3090.48,8668.29,1707.02
2004-10-01,2725.12,10985.17,11078.26,13120.03,846.01,330.87,3132.5,8747.09,1731.16
2004-10-04,2760.03,11279.63,11181.63,13359.25,880.84,335.19,3117.29,8812.91,1743.01
2004-10-05,2765.83,11281.83,11117.34,13331.1,884.84,336.1,3115.59,8797.05,1731.59
2004-10-06,2775.2,11385.38,11090.92,13271.57,887.45,336.95,3095.75,8871.93,1724.42
2004-10-07,2771.84,11354.59,11097.96,13321.73,885.33,337.68,3099.97,8825.38,1716.72
2004-10-08,2759.62,11349.35,10920.97,13241.46,881.38,334.91,3100.02,8814.89,1703.44
2004-10-11,2759.16,11349.35,10975.29,13305.13,881.11,334.43,3095.79,8814.89,1703.44
2004-10-12,2731.48,11201.81,11023.16,13251.59,858.09,329.97,3097.5,8785.86,1691.15
2004-10-13,2752.51,11195.99,10942.36,13171.58,856.18,331.53,3104.29,8729.64,1678.06
2004-10-14,2747.63,11034.29,10876.0,13035.38,846.63,328.73,3101.22,8745.64,1681.31
2004-10-15,2743.56,10982.95,10991.43,13059.43,841.94,327.94,3092.09,8788.93,1700.04
2004-10-18,2752.82,10965.62,11055.76,13034.74,848.27,326.65,3092.09,8788.9,1721.47
2004-10-19,2768.28,11064.86,11023.79,13154.55,855.77,330.15,3069.5,8720.53,1727.56
2004-10-20,2755.79,10882.18,11076.85,12999.13,828.61,325.51,3051.96,8788.11,1714.31
2004-10-21,2764.12,10789.23,11166.89,13015.2,820.63,326.65,3050.3,8846.65,1739.26
2004-10-22,2765.87,10857.13,11226.08,13015.2,828.17,327.03,3031.94,8780.8,1749.38
2004-10-25,2730.58,10659.15,11178.01,12818.1,808.14,322.03,3002.58,8749.16,1723.8
2004-10-26,2732.29,10672.46,11341.58,12852.35,813.7,323.12,2993.48,8818.18,1725.2
2004-10-27,2758.92,10691.95,11517.71,12838.71,809.91,327.72,3000.73,8791.0,1739.86
2004-10-28,2785.85,10853.12,11442.45,13113.15,833.54,330.62,3271.15,8781.04,1758.84
2004-10-29,2785.45,10771.42,11564.35,13054.66,834.84,330.48,3420.58,8870.97,1768.2
2004-11-01,2808.6,10734.71,11622.41,13094.25,835.66,331.16,3420.58,8858.23,1768.2
2004-11-02,2828.11,10887.81,11610.41,13308.74,846.67,334.28,3422.57,8870.94,1782.38
2004-11-03,2840.46,10887.81,11765.77,13397.67,861.05,335.57,3422.57,8841.35,1771.34
2004-11-04,2827.6,10946.27,11864.42,13369.09,851.2,333.56,3460.69,8866.61,1774.92
2004-11-05,2838.99,11061.77,11793.87,13494.95,860.68,336.36,3442.51,8868.74,1768.21
2004-11-08,2829.92,10983.83,11760.0,13561.49,846.11,337.0,3348.5,8825.73,1759.29
2004-11-09,2833.7,10964.87,11786.91,13516.67,844.15,336.58,3149.21,8845.16,1750.12
2004-11-10,2849.76,10994.96,11794.02,13672.37,860.54,338.43,3056.68,8841.67,1745.32
2004-11-11,2870.68,10846.92,11971.95,13624.51,861.26,342.37,3048.75,8886.17,1741.53
2004-11-12,2862.31,11019.98,11957.32,13784.46,876.67,343.61,3095.86,8896.37,1740.98
2004-11-15,2851.35,11227.57,11955.39,13932.22,882.33,342.48,3160.88,8937.22,1725.29
2004-11-16,2830.5,11161.75,11951.16,13746.08,876.61,339.54,3260.01,8952.0,1733.9
2004-11-17,2841.07,11131.29,12020.38,13824.98,885.42,342.22,3363.18,8987.6,1739.3
2004-11-18,2840.99,11082.42,12038.94,13799.82,875.84,341.68,3363.18,8971.54,1749.09
2004-11-19,2862.4,11082.84,11839.21,13787.68,867.03,339.44,3382.18,8959.4,1749.09
2004-11-22,2861.53,10849.39,11879.82,13800.6,849.99,337.45,3382.18,8991.48,1748.71
2004-11-23,2858.96,10849.39,11876.58,14023.29,860.4,337.15,3386.16,8995.19,1761.33
2004-11-24,2872.25,10872.33,11907.32,13997.02,872.56,337.27,3386.16,8976.09,1770.21
2004-11-25,2875.47,10900.34,11997.64,13926.61,872.49,340.21,3630.3,9025.9,1775.53
2004-11-26,2881.38,10833.75,12076.08,13895.03,858.12,340.2,3611.76,9057.97,1773.94
2004-11-29,2866.86,10977.89,12196.39,14066.91,865.4,339.6,3611.76,9056.41,1775.39
2004-11-30,2850.95,10899.25,12102.55,14060.05,878.06,337.15,3589.01,9030.05,1790.47
2004-12-01,2885.98,10784.25,12233.91,14162.8,876.8,342.75,3386.56,9064.47,1808.5
2004-12-02,2905.45,10973.07,12116.13,14261.79,884.1,344.45,3197.3,9038.49,1808.06
2004-12-03,2895.06,11074.89,12109.47,14211.84,882.55,343.48,3204.08,9055.66,1806.78
2004-12-06,2894.61,10981.96,12190.26,14256.86,870.75,342.23,3210.59,9060.7,1802.14
2004-12-07,2911.2,10873.63,12118.31,14235.78,861.07,343.37,3210.59,8990.95,1786.9
2004-12-08,2906.39,10941.37,12113.58,14022.32,871.74,343.31,3210.55,9003.74,1786.9
2004-12-09,2897.95,10776.63,12124.82,14008.82,861.31,340.13,3210.55,9013.55,1770.4
2004-12-10,2901.0,10756.8,12260.86,13901.81,844.85,341.8,3210.54,8965.27,1783.55
2004-12-13,2921.98,10789.25,12290.16,13886.16,844.2,345.31,3218.86,9032.77,1790.01
2004-12-14,2926.39,10915.58,12430.86,14043.52,849.4,346.17,3249.77,9086.36,1801.3
2004-12-15,2927.36,10956.46,12493.85,14078.54,868.84,344.51,3267.63,9106.16,1800.68
2004-12-16,2933.6,10924.37,12505.45,14024.63,873.7,346.43,3299.98,9116.64,1798.93
2004-12-17,2915.31,11078.32,12519.79,13992.44,875.13,343.49,3339.22,9122.62,1797.95
2004-12-20,2922.3,11103.42,12514.07,14214.04,884.31,343.42,3359.54,9122.62,1798.26
2004-12-21,2931.48,11125.92,12651.73,14180.79,882.82,344.0,3369.99,9237.48,1810.1
2004-12-22,2950.1,11209.44,12712.2,14151.08,883.38,346.81,3372.28,9251.17,1825.34
2004-12-23,2944.85,11209.44,12748.45,14235.3,876.88,348.33,3372.28,9235.18,1815.88
2004-12-24,2940.38,11365.48,12802.77,14194.9,879.92,348.07,3372.28,9287.4,1811.35
2004-12-27,2943.77,11362.35,12819.61,14194.9,876.98,347.81,3372.28,9287.4,1793.67
2004-12-28,2938.3,11424.13,12912.69,14196.95,878.43,348.41,3372.28,9287.4,1794.97
2004-12-29,2933.34,11381.56,13031.57,14266.38,884.27,347.32,3372.28,9229.08,1797.45
2004-12-30,2933.72,11488.76,12968.74,14163.55,895.92,347.27,3372.28,9264.4,1796.48
2004-12-31,2932.62,11488.76,12917.88,14230.14,895.92,348.08,3372.28,9246.65,1796.48
2005-01-03,2969.36,11488.76,13022.82,14237.42,893.71,351.91,3714.36,9246.65,1795.89
2005-01-04,2987.09,11517.75,12777.13,14045.9,886.9,352.68,3629.14,9142.98,1781.05
2005-01-05,2971.79,11437.52,12591.33,13764.36,885.19,350.16,3663.17,9021.05,1767.74
2005-01-06,2992.43,11492.26,12703.47,13712.04,871.28,353.6,3664.0,9064.26,1750.7
2005-01-07,3002.65,11433.24,12453.33,13574.86,870.84,354.46,3627.1,9006.22,1764.46
2005-01-10,3001.24,11433.24,12446.1,13531.39,874.18,355.13,3626.99,9026.83,1754.39
2005-01-11,2980.23,11539.99,12216.8,13509.25,884.29,352.38,3630.58,9020.69,1717.08
2005-01-12,2973.92,11453.39,12329.16,13565.31,880.03,350.1,3632.52,9022.71,1710.07
2005-01-13,2959.72,11358.22,12462.9,13573.28,885.54,351.09,3632.03,9009.14,1733.64
2005-01-14,2958.79,11438.39,12694.74,13494.78,905.1,352.73,3631.18,9057.16,1745.31
2005-01-17,2974.77,11487.1,12817.89,13621.65,923.08,354.24,3634.89,9063.84,1745.31
2005-01-18,2969.49,11423.26,13029.7,13604.22,920.57,354.22,3635.64,9134.77,1726.65
2005-01-19,2967.29,11405.34,13035.81,13678.63,916.27,353.94,3640.39,9120.35,1743.78
2005-01-20,2962.4,11284.77,12769.99,13543.59,909.37,352.75,3640.39,9088.98,1755.53
2005-01-21,2979.18,11238.37,12673.62,13481.02,919.61,353.55,3640.39,9086.83,1753.34
2005-01-24,2971.23,11289.49,12743.58,13386.99,923.11,353.56,3640.39,9078.2,1746.31
2005-01-25,3000.33,11276.91,12866.78,13584.06,915.1,356.36,3640.39,9125.1,1757.87
2005-01-26,3008.58,11376.57,13045.05,13623.68,927.0,356.51,3640.61,9162.36,1772.62
2005-01-27,3005.41,11341.31,12986.4,13628.91,924.87,358.57,3641.46,9174.41,1793.85
