交易时间,比利时BFX,日经225,墨西哥BOLSA,恒生指数,韩国综合指数,荷兰AEX,Costa Rica Indice Accionario,加拿大多伦多S&P/TSX 综合指数,S&P CLX IPSA
2013-07-18,2651.0,14808.5,40245.31,21345.22,1875.48,368.76,7346.0,12628.85,3909.94
2013-07-19,2650.16,14589.91,39891.67,21362.42,1871.41,369.76,7346.0,12685.13,3852.57
2013-07-22,2635.34,14658.04,40117.67,21416.5,1880.35,370.39,7346.0,12758.38,3859.92
2013-07-23,2628.12,14778.51,40790.16,21915.42,1904.15,368.72,7346.0,12745.38,3859.95
2013-07-24,2665.73,14731.28,40839.04,21968.93,1912.08,371.96,7346.0,12672.3,3872.01
2013-07-25,2643.73,14562.93,40752.09,21900.96,1909.61,370.36,7346.0,12669.14,3849.89
2013-07-26,2638.99,14129.98,41064.58,21968.95,1910.81,368.31,7346.0,12647.9,3809.52
2013-07-29,2624.05,13661.13,40341.86,21850.15,1899.89,368.33,7346.0,12669.04,3803.89
2013-07-30,2635.96,13869.82,40236.55,21953.96,1917.05,368.99,7346.0,12581.75,3748.36
2013-07-31,2662.68,13668.32,40837.88,21883.66,1914.03,369.81,7346.0,12486.64,3732.54
2013-08-01,2717.41,14005.77,41863.76,22088.79,1920.74,372.39,7346.0,12593.96,3830.59
2013-08-02,2760.2,14466.16,42051.6,22190.97,1923.38,371.34,7346.0,12603.25,3820.54
2013-08-05,2766.54,14258.04,41918.41,22222.01,1916.22,372.52,7346.0,12603.25,3778.91
2013-08-06,2745.88,14401.06,41914.82,21923.7,1906.62,371.38,7346.0,12469.32,3711.01
2013-08-07,2748.92,13824.94,42246.5,21588.84,1878.33,369.61,7346.0,12412.73,3666.22
2013-08-08,2804.92,13605.56,42712.05,21655.88,1883.97,372.14,7346.0,12552.92,3740.59
2013-08-09,2807.67,13615.19,42648.74,21807.56,1880.71,375.4,7346.0,12542.13,3779.02
2013-08-12,2818.38,13519.43,42124.84,22271.28,1884.83,375.61,7346.0,12594.27,3785.04
2013-08-13,2832.32,13867.0,42366.45,22541.13,1913.03,377.64,7346.0,12642.19,3775.22
2013-08-14,2829.78,14050.16,42430.11,22541.13,1923.91,379.62,7346.0,12639.3,3759.45
2013-08-15,2810.94,13752.94,42155.34,22539.25,1923.91,375.58,7346.0,12704.52,3759.45
2013-08-16,2823.79,13650.11,42049.7,22517.81,1920.11,374.75,7346.0,12736.92,3730.4
2013-08-19,2799.95,13758.13,41484.25,22463.7,1917.64,373.8,7346.0,12588.02,3702.92
2013-08-20,2766.47,13396.38,41825.4,21970.29,1887.85,368.93,7346.0,12670.11,3687.19
2013-08-21,2750.73,13424.33,41458.16,21817.73,1867.46,367.51,7346.0,12573.08,3620.66
2013-08-22,2778.22,13365.17,41007.43,21895.4,1849.12,371.94,7346.0,12674.35,3616.15
2013-08-23,2788.45,13660.55,40925.13,21863.51,1870.16,374.67,7346.0,12762.3,3660.17
2013-08-26,2769.8,13636.28,40419.93,22005.32,1887.86,373.49,7346.0,12760.3,3641.24
2013-08-27,2698.33,13542.37,39656.0,21874.77,1885.84,364.87,7346.0,12591.21,3558.24
2013-08-28,2698.79,13338.46,39248.07,21524.65,1884.52,364.47,7346.0,12607.22,3537.81
2013-08-29,2715.12,13459.71,39162.49,21704.78,1907.54,367.13,7346.0,12704.73,3554.45
2013-08-30,2673.42,13388.86,39492.37,21731.37,1926.36,362.93,7346.0,12653.9,3628.73
2013-09-02,2709.46,13572.92,40129.04,22175.34,1924.81,369.26,7346.0,12653.9,3639.13
2013-09-03,2707.2,13978.44,39541.51,22394.58,1933.74,367.09,7346.0,12740.5,3613.7
2013-09-04,2698.63,14053.87,39773.53,22326.22,1933.03,368.26,7346.0,12757.81,3618.64
2013-09-05,2716.28,14064.82,39686.45,22597.97,1951.65,369.95,7346.0,12845.06,3709.79
2013-09-06,2731.09,13860.81,39915.06,22621.22,1955.31,371.04,7346.0,12820.92,3799.28
2013-09-09,2732.44,14205.23,40953.85,22750.65,1974.67,369.78,7346.0,12854.64,3893.53
2013-09-10,2770.13,14423.36,41732.98,22976.65,1994.06,376.31,7346.0,12824.48,3893.42
2013-09-11,2789.85,14425.07,41640.53,22937.14,2003.85,375.05,7346.0,12825.42,3903.44
2013-09-12,2788.09,14387.27,40785.68,22953.72,2004.06,376.66,7346.0,12701.05,3830.97
2013-09-13,2795.59,14404.67,41122.47,22915.28,1994.32,376.84,7346.0,12723.4,3791.66
2013-09-16,2822.52,14404.67,41122.47,23252.41,2013.37,379.89,7346.0,12816.88,3835.03
2013-09-17,2811.37,14311.67,41137.67,23180.52,2005.58,379.81,7346.0,12834.11,3820.84
2013-09-18,2831.16,14505.36,41902.2,23117.45,2005.58,380.92,7346.0,12931.4,3820.84
2013-09-19,2841.3,14766.18,41752.26,23502.51,2005.58,382.58,7346.0,12926.78,3820.84
2013-09-20,2836.63,14742.42,41225.98,23502.51,2005.58,382.07,7346.0,12806.47,3820.84
2013-09-23,2822.02,14742.42,41314.68,23371.54,2009.41,379.55,7346.0,12811.18,3950.45
2013-09-24,2824.07,14732.61,41209.95,23179.04,2007.1,380.67,7346.0,12848.89,3918.11
2013-09-25,2822.45,14620.53,41724.03,23209.63,1998.06,379.6,7346.0,12836.71,3902.07
2013-09-26,2827.04,14799.12,41327.58,23125.03,2007.32,377.95,7346.0,12841.62,3896.27
2013-09-27,2818.17,14760.07,40903.65,23207.04,2011.8,375.77,7346.0,12844.08,3872.91
2013-09-30,2802.27,14455.8,40185.23,22859.86,1996.96,374.92,7346.0,12787.19,3823.85
2013-10-01,2829.38,14484.72,41335.27,22859.86,1998.87,377.63,7346.0,12847.44,3855.7
2013-10-02,2819.67,14170.49,41300.66,22984.48,1999.47,376.17,7346.0,12839.0,3821.79
2013-10-03,2796.37,14157.25,40841.13,23214.4,1999.47,374.83,7346.0,12735.12,3826.61
2013-10-04,2812.58,14024.31,40909.54,23138.54,1996.98,376.03,7346.0,12758.65,3839.24
2013-10-07,2807.8,13853.32,40451.16,22973.95,1994.42,373.75,7346.0,12788.25,3812.86
2013-10-08,2789.61,13894.61,39916.84,23178.85,2002.76,370.98,7346.0,12692.41,3809.79
2013-10-09,2788.99,14037.84,39866.17,23033.97,2002.76,367.19,7346.0,12730.33,3776.53
2013-10-10,2843.24,14194.71,40489.95,22951.3,2001.4,373.91,7346.0,12894.41,3819.44
2013-10-11,2830.66,14404.74,40975.37,23218.32,2024.9,376.11,7346.0,12892.11,3837.16
2013-10-14,2832.57,14404.74,40882.09,23218.32,2020.27,376.27,7346.0,12892.11,3844.8
2013-10-15,2873.8,14441.54,40218.32,23336.52,2040.96,381.95,7346.0,12931.46,3853.04
2013-10-16,2893.07,14467.14,40355.27,23228.33,2034.61,383.33,7346.0,12957.21,3856.42
2013-10-17,2880.31,14586.51,40199.47,23094.88,2040.61,382.51,7346.0,13036.36,3823.21
2013-10-18,2895.12,14561.54,40412.69,23340.1,2052.4,385.73,7346.0,13136.09,3848.61
2013-10-21,2903.37,14693.57,40345.78,23438.15,2053.01,388.28,7346.0,13186.53,3891.86
2013-10-22,2908.92,14713.25,40813.48,23315.99,2056.12,390.19,7346.0,13248.06,3894.86
2013-10-23,2896.48,14426.05,40552.59,22999.95,2035.75,388.56,7346.0,13243.32,3930.06
2013-10-24,2905.88,14486.41,40246.73,22835.82,2046.69,390.21,7346.0,13324.75,3906.88
2013-10-25,2885.77,14088.19,40671.61,22698.34,2034.39,389.19,7346.0,13399.42,3879.11
2013-10-28,2879.19,14396.04,41125.02,22806.58,2048.14,388.8,7346.0,13371.84,3885.03
2013-10-29,2903.83,14325.98,41284.38,22846.54,2051.76,391.13,7346.0,13440.61,3871.47
2013-10-30,2882.35,14502.35,41050.09,23304.02,2059.58,391.2,7346.0,13455.33,3912.44
2013-10-31,2904.35,14327.94,41038.65,23206.37,2030.09,391.92,7346.0,13361.26,3912.44
2013-11-01,2888.68,14201.57,41079.61,23249.79,2039.42,391.2,7346.0,13337.46,3912.44
2013-11-04,2903.19,14201.57,41013.72,23189.62,2025.17,393.15,7346.0,13361.78,3923.48
2013-11-05,2895.74,14225.37,40304.45,23038.95,2013.93,391.25,7346.0,13361.71,3923.33
2013-11-06,2932.46,14337.31,40280.09,23036.94,2013.67,393.97,7346.0,13380.41,3904.29
2013-11-07,2912.24,14228.44,40009.9,22881.03,2001.95,393.22,7346.0,13294.2,3904.28
2013-11-08,2895.57,14086.8,39864.16,22744.39,1984.87,394.07,7346.0,13378.33,3837.62
2013-11-11,2914.69,14269.84,39686.83,23069.85,1977.3,395.45,7346.0,13358.39,3777.42
2013-11-12,2897.52,14588.68,39594.64,22901.41,1995.48,393.38,7346.0,13326.04,3781.46
2013-11-13,2878.94,14567.16,39765.92,22463.83,1963.56,391.18,7346.0,13370.66,3723.77
2013-11-14,2896.69,14876.41,40306.7,22649.15,1967.56,394.87,7346.0,13431.38,3746.62
2013-11-15,2877.67,15165.92,41034.11,23032.15,2005.64,395.34,7346.0,13482.57,3799.45
2013-11-18,2875.22,15164.3,41034.11,23660.06,2010.81,396.98,7346.0,13458.06,3842.26
2013-11-19,2859.56,15126.56,40643.25,23657.81,2031.64,395.48,7346.0,13442.77,3804.83
2013-11-20,2852.95,15076.08,40795.56,23700.86,2017.24,396.54,7346.0,13430.01,3764.74
2013-11-21,2846.68,15365.6,40998.37,23580.29,1993.78,395.33,7346.0,13475.33,3715.14
2013-11-22,2840.66,15381.72,41199.02,23696.28,2006.23,395.8,9442.51,13478.34,3735.54
2013-11-25,2859.59,15619.13,40948.36,23684.45,2015.98,397.46,9442.51,13472.22,3717.72
2013-11-26,2855.65,15515.24,41002.68,23681.28,2022.64,394.11,9442.51,13349.77,3671.78
2013-11-27,2869.83,15449.63,41872.59,23806.35,2028.81,396.22,9442.51,13362.06,3716.92
2013-11-28,2866.61,15727.12,42160.42,23789.09,2045.77,396.75,9442.51,13370.83,3741.89
2013-11-29,2870.89,15661.87,42499.13,23881.29,2044.87,396.55,9442.51,13395.4,3789.06
2013-12-02,2858.11,15655.07,42138.55,24038.55,2030.78,395.99,9442.51,13419.57,3760.5
2013-12-03,2804.98,15749.66,41876.86,23910.47,2009.36,390.57,9442.51,13319.87,3718.76
2013-12-04,2788.82,15407.94,42003.65,23728.7,1986.8,388.14,9442.51,13304.92,3714.93
2013-12-05,2766.19,15177.49,41910.08,23712.57,1984.77,383.71,9442.51,13200.4,3729.69
2013-12-06,2790.24,15299.86,41925.54,23743.1,1980.41,387.01,9442.51,13280.72,3706.94
2013-12-09,2799.73,15650.21,42289.23,23811.17,2000.38,387.38,9575.18,13312.78,3704.15
2013-12-10,2790.61,15611.31,42490.1,23744.19,1993.45,385.56,9575.18,13324.01,3708.34
2013-12-11,2778.16,15515.06,42304.55,23338.24,1977.97,383.15,9575.18,13133.42,3699.27
2013-12-12,2764.3,15341.82,42304.55,23218.12,1967.93,377.82,9575.18,13114.39,3673.42
2013-12-13,2751.81,15403.11,41884.83,23245.96,1962.91,376.86,9575.18,13125.7,3657.6
2013-12-16,2784.17,15152.91,42054.02,23114.66,1961.15,381.44,9575.18,13184.41,3688.51
2013-12-17,2761.91,15278.63,41758.55,23069.23,1965.74,378.17,9840.08,13180.16,3670.87
2013-12-18,2794.69,15587.8,42079.87,23143.82,1974.63,381.17,9840.08,13334.73,3664.82
2013-12-19,2839.36,15859.22,42198.32,22888.75,1975.65,387.83,9840.08,13392.2,3679.89
2013-12-20,2869.67,15870.42,42183.77,22812.18,1983.35,391.56,9840.08,13399.6,3705.76
2013-12-23,2887.58,15870.42,42508.03,22921.56,1996.89,395.52,9840.08,13447.7,3679.4
2013-12-24,2899.42,15889.33,42585.66,23179.55,2001.59,396.61,9840.08,13518.02,3677.59
2013-12-27,2921.05,16178.94,42753.22,23243.24,2002.28,400.99,9840.08,13587.98,3696.75
2013-12-30,2915.33,16291.31,42958.82,23244.87,2011.34,399.77,9840.08,13581.39,3699.19
2013-12-31,2923.82,16291.31,42727.09,23306.39,2011.34,401.79,9840.08,13621.55,3699.19
2014-01-02,2880.45,16291.31,42188.45,23340.05,1967.19,399.82,9840.08,13594.19,3694.33
2014-01-03,2903.99,16291.31,42064.97,22817.28,1946.14,401.97,9840.08,13548.86,3698.6
2014-01-06,2892.96,15908.88,41525.95,22684.15,1953.28,399.85,9840.08,13495.54,3694.99
2014-01-07,2911.57,15814.37,41778.6,22712.78,1959.44,402.97,9840.08,13596.93,3673.68
2014-01-08,2932.73,16121.45,41515.49,22996.59,1958.96,403.86,9840.08,13614.63,3689.76
2014-01-09,2928.72,15880.33,41585.54,22787.33,1946.11,401.97,9840.08,13629.41,3645.12
2014-01-10,2934.89,15912.06,42458.51,22846.25,1938.54,403.95,9840.08,13747.52,3620.46
2014-01-13,2944.48,15912.06,42158.62,22888.76,1948.92,404.93,9965.43,13681.48,3618.8
2014-01-14,2940.79,15422.4,42439.79,22791.28,1946.07,406.57,9904.52,13692.38,3615.22
2014-01-15,2957.98,15808.73,42511.25,22902.0,1953.28,408.62,9904.52,13772.58,3650.07
2014-01-16,2964.8,15747.2,42172.73,22986.41,1957.32,407.59,10113.73,13831.58,3673.0
2014-01-17,2969.15,15734.46,41911.31,23133.35,1944.48,408.26,10162.67,13888.21,3704.44
2014-01-20,2964.32,15641.68,41976.37,22928.95,1953.78,408.0,10057.08,13990.29,3686.68
2014-01-21,2958.83,15795.96,41838.63,23033.12,1963.89,405.19,10069.28,13951.77,3679.77
2014-01-22,2952.36,15820.96,42062.82,23082.25,1970.42,407.45,10069.28,13988.2,3700.08
2014-01-23,2951.95,15695.89,41531.8,22733.9,1947.59,403.89,10093.68,13932.97,3673.23
2014-01-24,2889.93,15391.56,40979.8,22450.06,1940.56,393.85,10093.68,13717.76,3597.98
2014-01-27,2878.64,15005.73,40863.41,21976.1,1910.34,390.79,10209.64,13582.29,3520.82
2014-01-28,2902.57,14980.16,40660.93,21960.64,1916.93,392.23,10209.67,13687.66,3487.0
2014-01-29,2880.93,15383.91,40689.9,22141.61,1941.15,389.33,10209.67,13643.22,3393.31
2014-01-30,2897.97,15007.06,41008.3,22035.42,1941.15,389.61,10209.79,13735.28,3391.31
2014-01-31,2891.25,14914.53,40879.75,22035.42,1941.15,386.85,10209.79,13694.94,3439.41
2014-02-03,2844.21,14619.13,40879.75,22035.42,1919.96,383.63,10209.79,13486.2,3393.27
2014-02-04,2847.75,14008.47,40085.52,21397.77,1886.85,382.98,10209.79,13504.48,3407.26
2014-02-05,2847.32,14180.38,39880.87,21269.38,1891.32,382.65,10209.79,13559.69,3408.89
2014-02-06,2894.73,14155.12,40288.78,21423.13,1907.89,388.41,10212.62,13713.4,3446.99
2014-02-07,2909.43,14462.41,40525.74,21636.85,1922.5,389.54,10212.62,13786.5,3485.41
2014-02-10,2913.54,14718.34,40116.36,21579.26,1923.3,389.64,10212.62,13794.18,3501.0
2014-02-11,2943.33,14718.34,40759.62,21962.98,1932.06,394.96,10213.95,13880.99,3548.88
2014-02-12,2959.48,14800.06,40690.06,22285.79,1935.84,397.42,10213.78,13900.49,3605.45
2014-02-13,2961.45,14534.74,40308.96,22165.53,1926.96,397.0,10213.78,14001.65,3603.95
2014-02-14,2977.08,14313.03,40710.89,22298.41,1940.28,398.95,10213.77,14054.76,3666.48
2014-02-17,2989.48,14393.11,40735.48,22535.94,1946.36,401.24,10213.77,14054.76,3671.7
2014-02-18,2986.28,14843.24,40421.86,22587.72,1946.91,401.62,10213.77,14077.47,3648.03
2014-02-19,3004.65,14766.53,40006.42,22664.52,1942.93,401.54,10213.77,14119.73,3641.25
2014-02-20,3005.97,14449.18,39654.23,22394.08,1930.57,398.76,10144.27,14210.37,3641.09
2014-02-21,3019.44,14865.67,39724.58,22568.24,1957.83,400.36,10134.58,14205.72,3626.69
2014-02-24,3044.76,14837.68,39792.71,22388.56,1949.05,401.76,10143.1,14227.08,3640.44
2014-02-25,3041.71,15051.6,39023.65,22317.2,1964.86,400.77,10143.1,14188.98,3633.78
2014-02-26,3055.8,14970.97,38605.62,22437.44,1970.77,398.64,10213.75,14188.58,3675.28
2014-02-27,3073.61,14923.11,38912.93,22828.18,1978.43,398.28,10213.75,14214.74,3689.01
2014-02-28,3096.91,14841.07,38782.89,22836.96,1979.99,398.54,10213.75,14209.59,3718.88
2014-03-03,3031.22,14652.23,38534.82,22500.67,1964.69,388.19,10213.74,14212.74,3661.64
2014-03-04,3100.84,14721.48,39084.36,22657.63,1954.11,398.73,10213.74,14289.86,3703.81
2014-03-05,3108.09,14897.63,39021.07,22579.78,1971.24,398.62,10215.77,14304.17,3715.81
2014-03-06,3123.1,15134.75,39176.3,22702.97,1975.62,400.06,10214.08,14271.92,3730.39
2014-03-07,3086.63,15274.07,38913.04,22660.49,1974.68,396.28,10214.08,14299.08,3697.79
2014-03-10,3090.8,15120.14,38671.01,22264.93,1954.42,393.4,10214.08,14302.06,3652.51
2014-03-11,3100.85,15224.11,38689.57,22269.61,1963.87,394.29,10214.08,14267.23,3659.3
2014-03-12,3081.82,14830.39,38634.83,21901.95,1932.54,391.41,10214.08,14319.0,3623.29
2014-03-13,3032.17,14815.98,38037.5,21756.08,1934.38,386.06,10217.31,14245.14,3630.76
2014-03-14,3000.9,14327.66,37950.97,21539.49,1919.9,382.65,10217.31,14227.66,3611.65
2014-03-17,3038.89,14277.67,37950.97,21473.95,1927.53,386.92,10217.31,14231.89,3631.28
2014-03-18,3080.42,14411.27,38814.69,21583.5,1940.21,389.37,10220.38,14368.98,3673.62
2014-03-19,3082.98,14462.52,38811.94,21568.69,1937.68,388.88,10220.38,14334.04,3638.8
2014-03-20,3076.63,14224.23,39616.19,21182.16,1919.52,390.82,10217.69,14361.83,3656.05
2014-03-21,3084.36,14224.23,40021.73,21436.7,1934.94,391.36,10217.69,14335.76,3633.2
2014-03-24,3052.28,14475.3,39821.71,21846.45,1945.55,388.23,10217.69,14278.55,3658.94
2014-03-25,3080.97,14423.19,39793.02,21732.32,1941.25,393.13,10066.41,14299.49,3707.74
2014-03-26,3094.76,14477.16,39761.3,21887.75,1964.31,396.89,10066.41,14184.1,3697.14
2014-03-27,3099.93,14622.89,39911.01,21834.45,1977.97,398.59,10066.41,14178.84,3742.36
2014-03-28,3121.63,14696.03,40048.2,22065.53,1981.0,401.79,10066.41,14260.72,3759.79
2014-03-31,3129.94,14827.83,40461.6,22151.06,1985.61,403.21,10066.02,14335.31,3772.76
2014-04-01,3151.6,14791.99,40470.01,22448.54,1991.98,405.62,10066.02,14380.55,3794.62
2014-04-02,3150.27,14946.32,40900.53,22523.94,1997.25,406.14,10066.02,14459.11,3809.86
2014-04-03,3147.13,15071.88,40563.06,22565.08,1993.7,405.69,10066.02,14402.21,3793.64
2014-04-04,3149.35,15063.77,40598.34,22510.08,1988.09,407.46,10066.02,14393.1,3766.41
2014-04-07,3127.52,14808.85,40595.7,22377.15,1989.7,404.04,10066.02,14270.33,3778.26
2014-04-08,3098.07,14606.88,40906.83,22596.97,1993.03,402.54,10072.78,14372.45,3822.19
2014-04-09,3105.16,14299.69,40937.77,22843.17,1998.95,403.39,10072.76,14435.58,3863.92
2014-04-10,3088.9,14300.12,40447.96,23186.96,2008.61,401.9,10072.76,14308.0,3853.95
2014-04-11,3059.55,13960.05,40380.79,23003.64,1997.44,395.64,10072.76,14257.69,3868.35
2014-04-14,3064.37,13910.16,40530.69,23038.8,1997.02,395.54,10095.18,14284.43,3893.51
2014-04-15,3047.11,13996.81,40178.05,22671.26,1992.27,392.66,10095.18,14303.92,3877.49
2014-04-16,3098.71,14417.68,40890.53,22696.01,1992.21,395.99,10095.18,14446.52,3912.24
2014-04-17,3112.43,14417.53,40890.53,22760.24,1992.05,396.76,10095.18,14500.39,3895.63
2014-04-22,3145.54,14388.77,40468.2,22730.68,2004.22,398.3,10099.06,14555.97,3878.5
2014-04-23,3125.99,14546.27,40296.98,22509.64,2000.37,397.34,10099.06,14533.39,3871.61
2014-04-24,3129.31,14404.99,40407.93,22562.8,1998.34,397.1,10099.06,14554.25,3869.16
2014-04-25,3105.9,14429.26,40198.4,22223.53,1971.66,392.85,10099.06,14533.57,3823.65
2014-04-28,3107.92,14288.23,40136.57,22132.53,1969.26,393.73,10099.06,14530.91,3812.86
2014-04-29,3116.27,14288.23,40702.67,22453.89,1964.77,398.47,10099.06,14583.11,3846.91
2014-04-30,3089.8,14304.11,40711.56,22133.97,1961.79,400.55,10099.06,14651.87,3909.64
2014-05-01,3089.8,14304.11,40711.56,22133.97,1961.79,400.55,10099.06,14664.07,3909.64
2014-05-02,3095.66,14457.51,40967.95,22260.67,1959.44,399.23,10099.06,14765.15,3929.85
2014-05-06,3089.51,14457.51,41470.82,22260.67,1959.44,396.54,10098.91,14612.29,3891.53
2014-05-07,3108.02,14033.45,41803.13,21746.26,1939.88,398.59,10098.91,14656.4,3903.68
2014-05-08,3144.79,14163.78,41659.91,21837.12,1950.6,402.98,10098.91,14546.03,3910.93
2014-05-09,3143.88,14199.59,41641.11,21862.99,1956.55,401.93,10098.91,14534.06,3904.06
2014-05-12,3163.55,14149.52,42086.17,22261.61,1964.94,403.78,10098.91,14654.94,3920.17
2014-05-13,3156.38,14425.44,42236.83,22352.38,1982.93,404.65,10098.91,14679.81,3956.33
2014-05-14,3157.51,14405.76,42144.51,22582.77,2010.83,403.33,10098.91,14673.73,3964.09
2014-05-15,3112.0,14298.21,41561.83,22730.86,2010.2,400.25,10254.12,14588.89,3947.2
2014-05-16,3098.15,14096.59,41898.84,22712.91,2013.44,399.56,10253.81,14514.74,3969.38
2014-05-19,3105.37,14006.44,41840.05,22704.5,2015.14,401.04,10319.32,14514.74,3935.28
2014-05-20,3105.36,14075.25,41805.1,22834.68,2011.26,400.8,10319.32,14525.19,3881.35
2014-05-21,3118.46,14042.17,41828.98,22836.52,2008.33,402.9,10427.56,14649.86,3881.35
2014-05-22,3128.26,14337.79,41943.96,22953.76,2015.59,404.14,10921.56,14702.29,3925.31
2014-05-23,3129.86,14462.17,41917.92,22965.86,2017.17,405.14,10921.56,14708.1,3960.06
2014-05-27,3153.97,14636.52,41958.97,22944.3,1997.63,406.81,11538.35,14658.02,3930.02
2014-05-28,3161.85,14670.95,41960.45,23080.03,2017.06,405.94,11583.28,14610.96,3929.3
2014-05-29,3162.09,14681.72,42009.92,23010.14,2012.26,407.44,11583.28,14588.95,3944.21
2014-05-30,3159.1,14632.38,41362.51,23081.65,1994.96,407.21,11673.24,14604.16,3903.81
2014-06-02,3160.56,14632.38,41936.71,23081.65,2002.0,408.77,11739.5,14680.76,3891.19
2014-06-03,3142.58,15034.25,42126.09,23291.04,2008.56,408.61,11792.11,14734.69,3908.83
2014-06-04,3142.93,15067.96,41953.3,23151.71,2008.56,408.07,11732.83,14796.79,3916.96
2014-06-05,3152.34,15079.37,42173.03,23109.66,1995.48,410.97,11732.83,14800.18,3940.35
2014-06-06,3171.51,15077.24,42778.26,22951.0,1995.48,413.26,11732.83,14838.9,3936.37
2014-06-09,3176.59,15124.0,43009.99,23117.47,1990.04,415.46,11718.37,14871.21,3912.01
2014-06-10,3186.07,14994.8,43045.27,23315.74,2011.8,415.86,11718.37,14904.38,3929.53
2014-06-11,3178.17,15069.48,42944.81,23257.29,2014.67,414.45,11673.89,14892.13,3906.91
2014-06-12,3167.93,14973.53,42617.62,23175.02,2011.65,414.74,11673.89,14909.63,3890.77
2014-06-13,3151.84,15097.84,42485.66,23319.17,1990.85,414.05,11493.39,15001.61,3863.13
2014-06-16,3141.83,14933.29,42596.25,23300.67,1993.59,412.54,11466.42,15040.43,3841.28
2014-06-17,3158.91,14975.97,42612.64,23203.59,2001.55,414.58,11184.85,15055.89,3827.68
2014-06-18,3150.75,15115.8,42802.6,23181.72,1989.49,415.48,11184.85,15109.25,3869.3
2014-06-19,3172.78,15361.16,42957.36,23167.73,1992.03,417.98,10915.47,15112.21,3893.56
2014-06-20,3166.15,15349.42,42865.72,23194.06,1968.07,417.9,10915.47,15108.97,3870.2
2014-06-23,3149.1,15369.28,42916.73,22804.81,1974.92,415.59,10872.03,15105.63,3879.98
2014-06-24,3145.44,15376.24,42884.76,22880.64,1994.35,415.78,10872.03,14962.37,3902.03
2014-06-25,3115.43,15266.61,42854.19,22866.7,1981.77,411.93,10872.03,14974.65,3893.83
2014-06-26,3128.88,15308.49,42613.8,23197.83,1995.05,410.81,10811.86,15030.74,3886.91
2014-06-27,3129.88,15095.0,42493.86,23221.52,1988.51,410.86,10811.86,15094.25,3874.47
2014-06-30,3127.21,15162.1,42737.17,23190.72,2002.21,413.15,10811.86,15146.01,3875.73
2014-07-01,3151.82,15162.1,42760.28,23190.72,1999.0,415.48,10811.69,15146.01,3871.02
2014-07-02,3166.29,15369.97,43279.48,23549.62,2015.28,415.85,10819.02,15209.79,3887.72
2014-07-03,3197.43,15348.29,43660.7,23531.44,2010.97,419.53,10819.02,15207.11,3893.48
2014-07-04,3180.12,15437.13,43660.7,23546.36,2010.97,418.7,10819.02,15214.96,3887.55
2014-07-07,3159.72,15379.44,43452.55,23540.92,2005.12,414.12,10826.48,15172.93,3882.17
2014-07-08,3125.06,15314.41,43403.43,23541.38,2006.66,409.76,10826.48,15137.18,3920.66
2014-07-09,3127.66,15302.65,43686.75,23176.07,2000.5,410.49,10767.03,15215.19,3974.34
2014-07-10,3097.19,15216.47,43474.29,23238.99,2002.84,403.39,10767.03,15114.48,3967.36
2014-07-11,3089.07,15164.04,43481.83,23233.45,1988.74,403.61,10766.41,15125.5,3974.45
2014-07-14,3118.95,15296.82,43967.44,23346.67,1993.88,406.55,10752.51,15171.23,3964.81
2014-07-15,3115.38,15395.16,43960.43,23459.96,2012.72,404.01,10752.51,15081.32,3964.22
2014-07-16,3158.64,15379.3,44009.23,23523.28,2013.48,408.78,10752.51,15226.34,3964.22
2014-07-17,3125.3,15370.26,43920.76,23520.87,2020.9,404.84,10752.51,15204.48,3946.67
2014-07-18,3129.24,15215.71,44278.9,23454.79,2019.42,404.4,10752.51,15266.57,3945.35
2014-07-21,3123.84,15215.71,44125.73,23387.14,2018.5,403.71,10752.51,15249.99,3936.83
2014-07-22,3163.81,15343.28,44257.09,23782.11,2028.93,407.95,10752.51,15315.13,3931.11
2014-07-23,3177.0,15328.56,44199.01,23971.87,2028.32,408.53,10752.51,15394.38,3921.98
2014-07-24,3195.53,15284.42,44420.38,24141.5,2026.62,409.98,10752.51,15394.45,3929.51
2014-07-25,3167.27,15457.87,44386.62,24216.01,2033.85,404.84,10752.51,15455.04,3918.79
2014-07-28,3162.56,15529.4,44544.97,24428.63,2048.81,404.68,10752.51,15445.22,3918.56
2014-07-29,3155.16,15618.07,44481.29,24640.53,2061.97,407.31,10752.51,15446.55,3914.86
2014-07-30,3124.83,15646.23,44311.06,24732.21,2082.61,407.96,10752.51,15524.82,3906.37
2014-07-31,3098.74,15620.77,43817.69,24756.85,2076.12,404.29,10752.65,15330.74,3875.44
2014-08-01,3060.49,15523.11,43986.11,24532.43,2073.1,398.56,10752.65,15215.26,3904.93
2014-08-04,3062.45,15474.5,44594.66,24600.08,2080.42,395.95,10750.91,15215.26,3934.93
2014-08-05,3067.63,15320.31,44481.68,24648.26,2066.26,398.38,10750.94,15187.71,3940.62
2014-08-06,3057.37,15159.79,44425.77,24584.13,2060.73,397.21,10750.94,15202.09,3923.37
2014-08-07,3055.96,15232.37,44116.15,24489.27,2054.51,394.2,10752.45,15118.43,3906.73
2014-08-08,3035.96,14778.37,44105.95,24331.41,2031.1,390.25,10752.45,15196.31,3894.46
2014-08-11,3074.35,15130.52,44679.16,24646.02,2039.37,396.65,10750.94,15261.64,3926.35
2014-08-12,3071.15,15161.31,44734.04,24689.41,2041.47,394.22,10750.94,15274.23,3924.05
